"Statistic Label","CensusYear","General Health","Sex","County and City","Age Group","UNIT","VALUE"
"Population","2011","General health - Very Bad","Female","Louth","30 - 34 years","Number","6"
"Population","2011","General health - Very Bad","Female","Louth","35 - 39 years","Number","3"
"Population","2011","General health - Very Bad","Female","Louth","40 - 44 years","Number","5"
"Population","2011","General health - Very Bad","Female","Louth","45 - 49 years","Number","13"
"Population","2011","General health - Very Bad","Female","Louth","50 - 54 years","Number","13"
"Population","2011","General health - Very Bad","Female","Louth","55 - 59 years","Number","14"
"Population","2011","General health - Very Bad","Female","Louth","60 - 64 years","Number","17"
"Population","2011","General health - Very Bad","Female","Louth","65 - 69 years","Number","13"
"Population","2011","General health - Very Bad","Female","Louth","70 - 74 years","Number","22"
"Population","2011","General health - Very Bad","Female","Louth","75 - 79 years","Number","12"
"Population","2011","General health - Very Bad","Female","Louth","80 - 84 years","Number","29"
"Population","2011","General health - Very Bad","Female","Louth","85 years and over","Number","34"
"Population","2011","General health - Very Bad","Female","Limerick City and County","All ages","Number","275"
"Population","2011","General health - Very Bad","Female","Limerick City and County","0 - 4 years","Number","4"
"Population","2011","General health - Very Bad","Female","Limerick City and County","5 - 9 years","Number","6"
"Population","2011","General health - Very Bad","Female","Limerick City and County","10 - 14 years","Number","2"
"Population","2011","General health - Very Bad","Female","Limerick City and County","15 - 19 years","Number","1"
"Population","2011","General health - Very Bad","Female","Limerick City and County","20 - 24 years","Number","1"
"Population","2011","General health - Very Bad","Female","Limerick City and County","25 - 29 years","Number","5"
"Population","2011","General health - Very Bad","Female","Limerick City and County","30 - 34 years","Number","4"
"Population","2011","General health - Very Bad","Female","Limerick City and County","35 - 39 years","Number","9"
"Population","2011","General health - Very Bad","Female","Limerick City and County","40 - 44 years","Number","9"
"Population","2011","General health - Very Bad","Female","Limerick City and County","45 - 49 years","Number","19"
"Population","2011","General health - Very Bad","Female","Limerick City and County","50 - 54 years","Number","27"
"Population","2011","General health - Very Bad","Female","Limerick City and County","55 - 59 years","Number","20"
"Population","2011","General health - Very Bad","Female","Limerick City and County","60 - 64 years","Number","27"
"Population","2011","General health - Very Bad","Female","Limerick City and County","65 - 69 years","Number","20"
"Population","2011","General health - Very Bad","Female","Limerick City and County","70 - 74 years","Number","27"
"Population","2011","General health - Very Bad","Female","Limerick City and County","75 - 79 years","Number","25"
"Population","2011","General health - Very Bad","Female","Limerick City and County","80 - 84 years","Number","24"
"Population","2011","General health - Very Bad","Female","Limerick City and County","85 years and over","Number","45"
"Population","2011","General health - Very Bad","Female","Leitrim","All ages","Number","33"
"Population","2011","General health - Very Bad","Female","Leitrim","0 - 4 years","Number","1"
"Population","2011","General health - Very Bad","Female","Leitrim","5 - 9 years","Number","0"
"Population","2011","General health - Very Bad","Female","Leitrim","10 - 14 years","Number","0"
"Population","2011","General health - Very Bad","Female","Leitrim","15 - 19 years","Number","1"
"Population","2011","General health - Very Bad","Female","Leitrim","20 - 24 years","Number","0"
"Population","2011","General health - Very Bad","Female","Leitrim","25 - 29 years","Number","0"
"Population","2011","General health - Very Bad","Female","Leitrim","30 - 34 years","Number","2"
"Population","2011","General health - Very Bad","Female","Leitrim","35 - 39 years","Number","2"
"Population","2011","General health - Very Bad","Female","Leitrim","40 - 44 years","Number","1"
"Population","2011","General health - Very Bad","Female","Leitrim","45 - 49 years","Number","2"
"Population","2011","General health - Very Bad","Female","Leitrim","50 - 54 years","Number","4"
"Population","2011","General health - Very Bad","Female","Leitrim","55 - 59 years","Number","2"
"Population","2011","General health - Very Bad","Female","Leitrim","60 - 64 years","Number","2"
"Population","2011","General health - Very Bad","Female","Leitrim","65 - 69 years","Number","0"
"Population","2011","General health - Very Bad","Female","Leitrim","70 - 74 years","Number","5"
"Population","2011","General health - Very Bad","Female","Leitrim","75 - 79 years","Number","3"
"Population","2011","General health - Very Bad","Female","Leitrim","80 - 84 years","Number","4"
"Population","2011","General health - Very Bad","Female","Leitrim","85 years and over","Number","4"
"Population","2011","General health - Very Bad","Female","Laois","All ages","Number","133"
"Population","2011","General health - Very Bad","Female","Laois","0 - 4 years","Number","7"
"Population","2011","General health - Very Bad","Female","Laois","5 - 9 years","Number","1"
"Population","2011","General health - Very Bad","Female","Laois","10 - 14 years","Number","1"
"Population","2011","General health - Very Bad","Female","Laois","15 - 19 years","Number","0"
"Population","2011","General health - Very Bad","Female","Laois","20 - 24 years","Number","2"
"Population","2011","General health - Very Bad","Female","Laois","25 - 29 years","Number","2"
"Population","2011","General health - Very Bad","Female","Laois","30 - 34 years","Number","3"
"Population","2011","General health - Very Bad","Female","Laois","35 - 39 years","Number","5"
"Population","2011","General health - Very Bad","Female","Laois","40 - 44 years","Number","5"
"Population","2011","General health - Very Bad","Female","Laois","45 - 49 years","Number","8"
"Population","2011","General health - Very Bad","Female","Laois","50 - 54 years","Number","10"
"Population","2011","General health - Very Bad","Female","Laois","55 - 59 years","Number","13"
"Population","2011","General health - Very Bad","Female","Laois","60 - 64 years","Number","14"
"Population","2011","General health - Very Bad","Female","Laois","65 - 69 years","Number","9"
"Population","2011","General health - Very Bad","Female","Laois","70 - 74 years","Number","9"
"Population","2011","General health - Very Bad","Female","Laois","75 - 79 years","Number","11"
"Population","2011","General health - Very Bad","Female","Laois","80 - 84 years","Number","13"
"Population","2011","General health - Very Bad","Female","Laois","85 years and over","Number","20"
"Population","2011","General health - Very Bad","Female","Meath","All ages","Number","202"
"Population","2011","General health - Very Bad","Female","Meath","0 - 4 years","Number","5"
"Population","2011","General health - Very Bad","Female","Meath","5 - 9 years","Number","2"
"Population","2011","General health - Very Bad","Female","Meath","10 - 14 years","Number","0"
"Population","2011","General health - Very Bad","Female","Meath","15 - 19 years","Number","1"
"Population","2011","General health - Very Bad","Female","Meath","20 - 24 years","Number","0"
"Population","2011","General health - Very Bad","Female","Meath","25 - 29 years","Number","0"
"Population","2011","General health - Very Bad","Female","Meath","30 - 34 years","Number","9"
"Population","2011","General health - Very Bad","Female","Meath","35 - 39 years","Number","7"
"Population","2011","General health - Very Bad","Female","Meath","40 - 44 years","Number","11"
"Population","2011","General health - Very Bad","Female","Meath","45 - 49 years","Number","12"
"Population","2011","General health - Very Bad","Female","Meath","50 - 54 years","Number","13"
"Population","2011","General health - Very Bad","Female","Meath","55 - 59 years","Number","11"
"Population","2011","General health - Very Bad","Female","Meath","60 - 64 years","Number","17"
"Population","2011","General health - Very Bad","Female","Meath","65 - 69 years","Number","19"
"Population","2011","General health - Very Bad","Female","Meath","70 - 74 years","Number","12"
"Population","2011","General health - Very Bad","Female","Meath","75 - 79 years","Number","23"
"Population","2011","General health - Very Bad","Female","Meath","80 - 84 years","Number","24"
"Population","2011","General health - Very Bad","Female","Meath","85 years and over","Number","36"
"Population","2011","General health - Very Bad","Female","Monaghan","All ages","Number","80"
"Population","2011","General health - Very Bad","Female","Monaghan","0 - 4 years","Number","2"
"Population","2011","General health - Very Bad","Female","Monaghan","5 - 9 years","Number","1"
"Population","2011","General health - Very Bad","Female","Monaghan","10 - 14 years","Number","0"
"Population","2011","General health - Very Bad","Female","Monaghan","15 - 19 years","Number","0"
"Population","2011","General health - Very Bad","Female","Monaghan","20 - 24 years","Number","2"
"Population","2011","General health - Very Bad","Female","Monaghan","25 - 29 years","Number","1"
